Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
ENSG00000125319	765.4889515371705	1.0303791341699902	0.11203322265319052	9.197085558804522	3.6778959280687677e-20	1.6749570750063766e-17	HROB
ENSG00000162063	4701.432835394729	0.7527764299516646	0.08221141821741035	9.156592189675242	5.3562036947045747e-20	2.1886544606787465e-17	CCNF
ENSG00000188215	673.107248737761	1.0535633674204907	0.11587239763427072	9.092444697190645	9.683671785275961e-20	3.748549348080325e-17	DCUN1D3
ENSG00000128016	4378.460327703835	1.294392996818562	0.14374132616174606	9.005016381733085	2.1563361788070168e-19	8.143587656743378e-17	ZFP36
ENSG00000215182	26406.21500752036	1.069487453669742	0.12033743786486006	8.887404224700092	6.255310078040982e-19	2.1055917662692734e-16	MUC5AC
ENSG00000170684	214.2527821098584	2.2026513150606903	0.2598962688994669	8.475117108790508	2.348431748809815e-17	5.509563211904723e-15	ZNF296
ENSG00000173334	3603.002540098828	0.9904836240193278	0.12860613184051806	7.701682725731982	1.342859736566692e-14	1.943256089812959e-12	TRIB1
ENSG00000126368	3711.8173519746515	0.7724731210856912	0.103083822221641	7.493640655124266	6.698897183681187e-14	8.658728151651235e-12	NR1D1
ENSG00000170345	1628.0556318241586	2.485564483551414	0.332316354628955	7.479512966873539	7.459855141436906e-14	9.54614851322389e-12	FOS
ENSG00000083817	301.54282077450364	1.1462631221468946	0.1536045670531999	7.46242865129065	8.494201422206672e-14	1.0780673346020337e-11	ZNF416
ENSG00000128272	7994.872065931482	0.5698715921735605	0.07950955587761027	7.167334616366977	7.64719616527144e-13	8.39781456901156e-11	ATF4
ENSG00000106089	286.1697637635428	0.9217950832900009	0.133709699768352	6.894003089431679	5.4243845095299625e-12	5.282463506010185e-10	STX1A
ENSG00000099860	765.2119461729493	1.3899196070053437	0.20572217611174096	6.7562945000658985	1.4156552865199137e-11	1.3284852397863239e-9	GADD45B
ENSG00000167394	796.248881765238	1.0243573410577342	0.15210801836576585	6.734407246004074	1.6459956345489348e-11	1.5170593098426018e-9	ZNF668
ENSG00000232810	43.800462917877525	3.6991098871481505	0.5600663101593443	6.604771292341648	3.98131499134433e-11	3.5226675043414635e-9	TNF
