Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
ENSG00000198417	729.6612391999793	7.798484469375949	0.20691637019132914	37.689064727768674	0	0	MT1F
ENSG00000116478	11162.418020770157	-2.2061338998494326	0.06685923436185019	-32.99669702930745	9.058600396206344e-239	1.0017000318124975e-234	HDAC1
ENSG00000140835	4132.238894273063	-2.6352268304272877	0.0953766545329447	-27.629684049329242	4.896827594592025e-168	3.609941302733241e-164	CHST4
ENSG00000187193	290.00877138502017	8.401602172167538	0.31898230414689505	26.33877197243676	6.901887820502467e-153	3.816053775955814e-149	MT1X
ENSG00000168906	5787.300224007463	-2.553729739966649	0.09749034423545826	-26.194694048867976	3.054300354440332e-151	1.1258151106467063e-147	MAT2A
ENSG00000125148	1613.1498845875449	8.419516611683147	0.3213474242502879	26.200666245656404	2.611345332257274e-151	1.1258151106467063e-147	MT2A
ENSG00000149599	138.52874976114856	7.088664868058723	0.29778134253025496	23.80493286727158	2.9691659227124163e-125	9.380867649529686e-122	DUSP15
ENSG00000228716	1158.221020457126	-3.6084597562577225	0.15504070117130106	-23.274273974488896	8.079411476266353e-120	2.2335533026138332e-116	DHFR
ENSG00000169715	398.2004962051498	10.557064744184744	0.45604438208803305	23.149204680141963	1.4808157095138756e-118	3.4880192153764486e-115	MT1E
ENSG00000103061	1268.443817219278	2.1099485031146217	0.09115631673481674	23.146487031202486	1.5771474115465948e-118	3.4880192153764486e-115	SLC7A6OS
ENSG00000033100	1685.1844557656739	-2.5366556219959224	0.10978030086861564	-23.10665576542531	3.9689212280441e-118	7.979696534493029e-115	CHPF2
ENSG00000112118	7834.973354050974	-3.47512360808408	0.15490398616112275	-22.43404894996985	1.831839791707593e-111	3.3760807361170937e-108	MCM3
ENSG00000115107	2571.4072827714854	-2.1876398941808617	0.09790994991751292	-22.343386918529756	1.400145034610647e-110	2.3819698142653133e-107	STEAP3
ENSSASG00005000013	619678.9535480053	5.9938099475138245	0.26922957631254796	22.26282130517349	8.474291226277655e-110	1.3386958911454045e-106	ORF10
ENSG00000137310	5051.379077886204	-2.186406678684169	0.09872190035115108	-22.147129166954656	1.1118187360006285e-108	1.6392655443593268e-105	TCF19
ENSG00000161888	880.1191542264716	-2.214952587776361	0.1002218560489595	-22.100494593657615	3.126240195368007e-108	4.321245510047428e-105	SPC24
ENSG00000105486	3050.468625283054	-4.043035298133702	0.18378804320528624	-21.998358694192863	2.985888258956093e-107	3.8844649844160565e-104	LIG1
ENSG00000113070	767.1204730838377	2.4521975168713017	0.1116116834938899	21.970795888994413	5.479985728954392e-107	6.733075798975297e-104	HBEGF
ENSG00000189057	1940.312269328253	-5.027869923989671	0.23416980852934313	-21.47104255482894	2.9042966277351504e-102	3.380601274683715e-99	FAM111B
