Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
ENSG00000158195	28778.02490932651	2.097285468735455	0.04680272580313379	44.81118209989014	0	0	WASF2
ENSG00000134684	32712.103422908855	2.223502780933017	0.05184676543436289	42.88604626161169	0	0	YARS1
ENSG00000265972	45816.37293871359	3.9199157073603836	0.05607194636338263	69.90867914512516	0	0	TXNIP
ENSG00000196352	8011.085636981137	2.567953111059158	0.06230044003837835	41.21885992261445	0	0	CD55
ENSG00000138061	14653.545627535854	5.355355807047033	0.07922897199876666	67.5934026650049	0	0	CYP1B1
ENSG00000135929	4858.609915586215	2.7414794631782726	0.0653011252713419	41.98211672136989	0	0	CYP27A1
ENSG00000169714	37288.85887603162	1.919065240533016	0.046840146185329765	40.97052201630539	0	0	CNBP
ENSG00000163993	16809.095309908287	2.264782837641191	0.059908662917541045	37.80392897031375	0	0	S100P
ENSG00000109321	18809.762064261162	2.680552381604477	0.051875412190612036	51.672888337831466	0	0	AREG
ENSG00000154153	4990.930902427049	3.431039025893622	0.0752052941553515	45.62230710521693	0	0	RETREG1
ENSG00000113739	7504.257099436556	2.606559930908027	0.06829463690051059	38.16639269501028	0	0	STC2
ENSG00000204592	19198.157938074295	2.232857204785548	0.05087188716814813	43.891770663141095	0	0	HLA-E
ENSG00000137193	4542.679057179462	2.3992492522554794	0.063340194287538	37.8787794897485	0	0	PIM1
ENSG00000112715	24669.715734141788	1.8195624529445353	0.04745876330305387	38.339862362731445	0	0	VEGFA
ENSG00000131016	13974.665606127497	2.527305114868646	0.06343174392860235	39.842907641217245	0	0	AKAP12
ENSG00000146678	6193.771254676148	5.3005598149771975	0.10838435209756715	48.90521290569376	0	0	IGFBP1
ENSG00000146674	15333.371866648584	2.248178651018346	0.04954155700039121	45.379652702489615	0	0	IGFBP3
ENSG00000186591	26495.10186186934	2.0116152053827334	0.04559211628908966	44.12199672038737	0	0	UBE2H
ENSG00000130066	9994.075587975183	3.5574833847724694	0.06011229319900604	59.18063004176478	0	0	SAT1
ENSG00000157514	5911.759366193694	2.876271625327729	0.06122663140381437	46.97745996113286	0	0	TSC22D3
ENSG00000164761	4262.459557733122	2.7881745969999026	0.06974108125292118	39.97894134862036	0	0	TNFRSF11B
ENSG00000104419	11032.18080912269	3.095762229883271	0.05633216751675334	54.955496412641736	0	0	NDRG1
ENSG00000010438	7389.834462342657	2.497440787421134	0.064359235735909	38.80469926133222	0	0	PRSS3
ENSG00000135046	25328.232516909058	1.8182411090150883	0.04754793668317427	38.24016846683711	0	0	ANXA1
ENSG00000196611	11077.500151738499	4.230490621916795	0.0643846169341453	65.70654332297853	0	0	MMP1
ENSG00000198408	6614.506262350689	2.466666691425963	0.05934515089636738	41.564755572589704	0	0	OGA
ENSG00000139112	6297.772691813396	2.4266171650636874	0.062490294726316155	38.83190462921246	0	0	GABARAPL1
ENSG00000166986	24403.960748743793	1.9751326141805396	0.052294903174132074	37.76912269258295	0	0	MARS1
ENSG00000175197	4963.521989362551	2.619273700972554	0.06501482475355108	40.28733001898141	0	0	DDIT3
ENSG00000133639	18811.204902531314	2.2319618932694603	0.04838587645610092	46.128375814261695	0	0	BTG1
ENSG00000140465	38626.043405527824	8.762416033303243	0.09649664718424936	90.80539364826228	0	0	CYP1A1
ENSG00000184254	58304.09103296406	2.0249395484487422	0.04566494068444557	44.34341790656215	0	0	ALDH1A3
ENSG00000125148	4512.966866437864	5.078078581906249	0.08682055537812224	58.489358421978785	0	0	MT2A
ENSG00000198417	2151.705574161758	5.535614620843326	0.13184016629602396	41.98731521935488	0	0	MT1F
ENSG00000090861	67698.6930305509	2.0409837042589083	0.05191246922524956	39.315866394315144	0	0	AARS1
ENSG00000128422	103293.73616056154	3.0929865582642573	0.06020595113805816	51.373435678671285	0	0	KRT17
ENSG00000173812	53005.088067811885	2.620883071999489	0.04512518464979452	58.08027362856283	0	0	EIF1
ENSG00000108828	42607.48798129037	1.7916643345524192	0.04611542373690465	38.851737431149516	0	0	VAT1
ENSG00000255112	9184.716132245536	2.3963534820497703	0.05971346825369689	40.13087084254918	0	0	CHMP1B
ENSG00000197632	6845.6142184847095	4.812704750988102	0.07739506206838477	62.18361510887723	0	0	SERPINB2
ENSG00000101255	26678.0444471497	3.1472014279511185	0.06270291584094212	50.19226595354184	0	0	TRIB3
ENSG00000100100	5028.960364714414	3.2254469393282807	0.06703161656894699	48.11829259720552	0	0	PIK3IP1
ENSG00000185022	8548.535117225643	2.536642339385231	0.06471020864800754	39.200033385510274	0	0	MAFF
ENSG00000128272	31875.51972075104	2.1946184319496176	0.04826092788337919	45.47402066642471	0	0	ATF4
ENSG00000128165	5024.187687315326	2.5969630767169654	0.06967193232219245	37.27416464793184	4.303303155556756e-304	1.0544923923946203e-301	ADM2
ENSG00000067082	16243.198632845837	1.7738592711632046	0.04761130845283228	37.25709981107823	8.13171708555177e-304	1.971641803669468e-301	KLF6
ENSG00000136153	14502.321470062196	1.9908809474639158	0.05381548515766891	36.994573989828794	1.399896787370906e-299	3.3242497526083965e-297	LMO7
ENSG00000111897	14688.640797861146	1.9674282176126725	0.053396220467567417	36.845832914479	3.410305653478387e-297	7.855298042222117e-295	SERINC1
ENSG00000131771	43211.104554555124	1.8065074703144772	0.04950301258568079	36.49287944219028	1.4383247400084395e-291	3.280234857559841e-289	PPP1R1B
ENSG00000102554	30928.335816370658	1.7207343057179703	0.04814846840832815	35.73809017402385	1.0129900961268563e-279	2.222210845160572e-277	KLF5
ENSG00000162645	5783.156580596332	2.333531328092463	0.06555962629344424	35.59403035105173	1.732933086957324e-277	3.730502871492991e-275	GBP2
ENSG00000124145	32671.204395503206	1.7480437088566352	0.049175134617442336	35.547309071048424	9.143415732367389e-277	1.950087388697689e-274	SDC4
ENSG00000167608	20507.072137269788	1.9457844810716227	0.055459970497652	35.084484604152486	1.1624140708492773e-269	2.4340950643583866e-267	TMC4
ENSG00000087074	17554.447420182987	1.941854184034059	0.05543620538192858	35.028627422379024	8.250304612779639e-269	1.7120496977546504e-266	PPP1R15A
ENSG00000156273	5718.118562724494	2.2675775829975273	0.06492578376162249	34.92568670904345	3.0300882049021335e-267	6.231701045688905e-265	BACH1
